"","Site.recode","Site.Description","Histology","Histology.Description","Histology.Behavior","Histology.Behavior.Description","Histology.Behavior.Four"
"3282","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9714/3","Anaplastic large cell lymphoma, T-cell and Null cell type","9714"
"3283","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9716/3","Hepatosplenic gamma-delta cell lymphoma","9716"
"3284","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9717/3","Intestinal T-cell lymphoma","9717"
"3285","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9719/3","NK/T-cell lymphoma, nasal and nasal-type","9719"
"3286","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9724/3","SystemicEBV pos. T-cell lymphoproliferative disease of childhood","9724"
"3287","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9727/3","Precursor cell lymphoblastic lymphoma, NOS","9727"
"3288","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9728/3","Precursor B-cell lymphoblastic lymphoma","9728"
"3289","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9729/3","Precursor T-cell lymphoblastic lymphoma","9729"
"3290","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",973,"PLASMA CELL TUMORS","9731/3","Plasmacytoma, NOS","9731"
"3291","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",973,"PLASMA CELL TUMORS","9734/3","Plasmacytoma, extramedullary","9734"
"3292","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",973,"PLASMA CELL TUMORS","9735/3","Plasmablastic lymphoma","9735"
"3293","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",973,"PLASMA CELL TUMORS","9737/3","ALK positive large B-cell lymphoma","9737"
"3294","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",973,"PLASMA CELL TUMORS","9738/3","Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ","9738"
"3295","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",974,"MAST CELL TUMORS","9740/3","Mast cell sarcoma","9740"
"3296","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",974,"MAST CELL TUMORS","9741/3","Malignant mastocytosis","9741"
"3297","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9750/3","Malignant histiocytosis","9750"
"3298","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9751/3","Langerhans cell histiocytosis, NOS","9751"
"3299","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9754/3","Langerhans cell histiocytosis, disseminated","9754"
"3300","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9755/3","Histiocytic sarcoma","9755"
"3301","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9756/3","Langerhans cell sarcoma","9756"
"3302","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9757/3","Interdigitating dendritic cell sarcoma","9757"
"3303","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9758/3","Follicular dendritic cell sarcoma","9758"
"3304","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9759/3","Fibroblastic reticular cell tumor","9759"
"3305","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9811/3","B lymphoblastic leukemia/lymphoma, NOS","9811"
"3306","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9812/3","Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1","9812"
"3307","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9813/3","Leukemia/lymphoma with t(v;11q23);MLL rearranged","9813"
"3308","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9814/3","Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)","9814"
"3309","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9815/3","B lymphoblastic leukemia/lymphoma with hyperdiploidy","9815"
"3310","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9816/3","Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)","9816"
"3311","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9817/3","B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH","9817"
"3312","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",981,"PRECURSOR LYMPHOID NEOPLASMS","9818/3","Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)","9818"
"3313","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",982,"LYMPHOID LEUKEMIA, NOS","9823/3","Chronic lymphocytic leukemia/small lymphocytic lymphoma","9823"
"3314","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",983,"PROLYMPH/PRECURS LEUKEMIA","9831/3","T-cell large granular lymphocytic leukemia","9831"
"3315","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",983,"PROLYMPH/PRECURS LEUKEMIA","9837/3","T lymphoblastic leukemia/lymphoma","9837"
"3316","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9965/3","Myeloid and lymphoid neoplasms with PDGFRB rearrangement","9965"
"3317","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9967/3","Myeloid and lymphoid neoplasm with FGFR1 abnormalities","9967"
"3318","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9971/3","Polymorphic PTLD","9971"
"3319","C260,C268-C269","UNSPECIFIED DIGEST. ORGANS",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9975/3","Myelodysplastic/Myeloproliferative neoplasm, unclassifiable","9975"
"3320","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",800,"NEOPLASM","8000/3","Neoplasm, malignant","8000"
"3321","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",800,"NEOPLASM","8001/3","Tumor cells, malignant","8001"
"3322","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",800,"NEOPLASM","8002/3","Malignant tumor, small cell type","8002"
"3323","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",800,"NEOPLASM","8003/3","Malignant tumor, giant cell type","8003"
"3324","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",800,"NEOPLASM","8004/3","Malignant tumor, spindle cell type","8004"
"3325","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",800,"NEOPLASM","8005/3","Malignant tumor, clear cell type","8005"
"3326","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",801,"CARCINOMA, NOS","8010/2","Carcinoma in situ, NOS","8010"
"3327","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",801,"CARCINOMA, NOS","8010/3","Carcinoma, NOS","8010"
"3328","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",801,"CARCINOMA, NOS","8011/3","Epithelioma, malignant","8011"
"3329","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",801,"CARCINOMA, NOS","8012/3","Large cell carcinoma, NOS","8012"
"3330","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",801,"CARCINOMA, NOS","8013/3","Large cell neuroendocrine carcinoma","8013"
"3331","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",801,"CARCINOMA, NOS","8014/3","Large cell carcinoma with rhabdoid phenotype","8014"
"3332","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",801,"CARCINOMA, NOS","8015/3","Glassy cell carcinoma","8015"
"3333","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",802,"CARCINOMA, UNDIFF., NOS","8020/3","Carcinoma, undifferentiated type, NOS","8020"
"3334","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",802,"CARCINOMA, UNDIFF., NOS","8021/3","Carcinoma, anaplastic type, NOS","8021"
"3335","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",802,"CARCINOMA, UNDIFF., NOS","8022/3","Pleomorphic carcinoma","8022"
"3336","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",803,"GIANT & SPINDLE CELL CARCINOMA","8030/3","Giant cell and spindle cell carcinoma","8030"
"3337","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",803,"GIANT & SPINDLE CELL CARCINOMA","8031/3","Giant cell carcinoma","8031"
"3338","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",803,"GIANT & SPINDLE CELL CARCINOMA","8032/3","Spindle cell carcinoma","8032"
"3339","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",803,"GIANT & SPINDLE CELL CARCINOMA","8033/3","Pseudosarcomatous carcinoma","8033"
"3340","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",803,"GIANT & SPINDLE CELL CARCINOMA","8034/3","Polygonal cell carcinoma","8034"
"3341","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",803,"GIANT & SPINDLE CELL CARCINOMA","8035/3","Carcinoma with osteoclast-like giant cells","8035"
"3342","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",805,"PAPILLARY CARCINOMA, NOS","8050/2","Papillary carcinoma in situ","8050"
"3343","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",805,"PAPILLARY CARCINOMA, NOS","8050/3","Papillary carcinoma, NOS","8050"
"3344","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",805,"PAPILLARY CARCINOMA, NOS","8051/3","Verrucous carcinoma, NOS","8051"
"3345","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",805,"PAPILLARY CARCINOMA, NOS","8052/2","Papillary squamous cell carcinoma, non-invasive","8052"
"3346","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",805,"PAPILLARY CARCINOMA, NOS","8052/3","Papillary squamous cell carcinoma","8052"
"3347","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8070/2","Squamous cell carcinoma in situ, NOS","8070"
"3348","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8070/3","Squamous cell carcinoma, NOS","8070"
"3349","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8071/3","Sq. cell carcinoma, keratinizing, NOS","8071"
"3350","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8072/3","Sq. cell carcinoma, lg. cell, non-ker.","8072"
"3351","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8073/3","Sq. cell carcinoma, sm. cell, non-ker.","8073"
"3352","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8074/3","Sq. cell carcinoma, spindle cell","8074"
"3353","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8075/3","Squamous cell carcinoma, adenoid","8075"
"3354","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8076/2","Sq. cell carc. in situ with question. stromal invas.","8076"
"3355","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8076/3","Sq. cell carcinoma, micro-invasive","8076"
"3356","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",807,"SQUAMOUS CELL CARCINOMA, NOS","8078/3","Squamous cell carcinoma with horn formation","8078"
"3357","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",808,"LYMPHOEPITHELIAL CARCINOMA","8082/3","Lymphoepithelial carcinoma","8082"
"3358","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",808,"LYMPHOEPITHELIAL CARCINOMA","8083/3","Basaloid squamous cell carcinoma","8083"
"3359","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",808,"LYMPHOEPITHELIAL CARCINOMA","8084/3","Squamous cell carcinoma, clear cell type","8084"
"3360","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",812,"TRANSITIONAL CELL CARCINOMA, NOS","8120/2","Transitional cell carcinoma in situ","8120"
"3361","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",812,"TRANSITIONAL CELL CARCINOMA, NOS","8120/3","Transitional cell carcinoma, NOS","8120"
"3362","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",812,"TRANSITIONAL CELL CARCINOMA, NOS","8121/3","Schneiderian carcinoma","8121"
"3363","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",812,"TRANSITIONAL CELL CARCINOMA, NOS","8122/3","Trans. cell carcinoma, spindle cell","8122"
"3364","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",812,"TRANSITIONAL CELL CARCINOMA, NOS","8123/3","Basaloid carcinoma","8123"
"3365","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",812,"TRANSITIONAL CELL CARCINOMA, NOS","8124/3","Cloacogenic carcinoma","8124"
"3366","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",813,"PAPILLARY TRANS. CELL CARCINOMA","8130/2","Papillary trans. cell carcinoma, non-invasive","8130"
"3367","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",813,"PAPILLARY TRANS. CELL CARCINOMA","8130/3","Papillary trans. cell carcinoma","8130"
"3368","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",813,"PAPILLARY TRANS. CELL CARCINOMA","8131/3","Transitional cell carcinoma, micropapillary","8131"
"3369","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",814,"ADENOCARCINOMA, NOS","8140/2","Adenocarcinoma in situ","8140"
"3370","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",814,"ADENOCARCINOMA, NOS","8140/3","Adenocarcinoma, NOS","8140"
"3371","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",814,"ADENOCARCINOMA, NOS","8141/3","Scirrhous adenocarcinoma","8141"
"3372","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",814,"ADENOCARCINOMA, NOS","8143/3","Superficial spreading adenocarcinoma","8143"
"3373","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",814,"ADENOCARCINOMA, NOS","8147/3","Basal cell adenocarcinoma","8147"
"3374","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8200/3","Adenoid cystic carcinoma","8200"
"3375","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8201/2","Cribriform carcinoma in situ","8201"
"3376","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",820,"ADENOID CYSTIC & CRIBRIFORM CA.","8201/3","Cribriform carcinoma","8201"
"3377","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",825,"BRONCHIOLO-ALVEOLAR ADENOCA.","8255/3","Adenocarcinoma with mixed subtypes","8255"
"3378","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",826,"PAPILLARY ADENOCARCINOMA, NOS","8260/3","Papillary adenocarcinoma, NOS","8260"
"3379","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",826,"PAPILLARY ADENOCARCINOMA, NOS","8261/2","Adenocarcinoma in situ in villous adenoma","8261"
"3380","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",826,"PAPILLARY ADENOCARCINOMA, NOS","8261/3","Adenocarcinoma in villous adenoma","8261"
"3381","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",826,"PAPILLARY ADENOCARCINOMA, NOS","8262/3","Villous adenocarcinoma","8262"
"3382","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",826,"PAPILLARY ADENOCARCINOMA, NOS","8263/2","Adenocarcinoma in situ in tubulovillous adenoma","8263"
"3383","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",826,"PAPILLARY ADENOCARCINOMA, NOS","8263/3","Adenocarcinoma in tubulovillous adenoma","8263"
"3384","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",843,"MUCOEPIDERMOID CARCINOMA","8430/3","Mucoepidermoid carcinoma","8430"
"3385","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",848,"MUCINOUS ADENOCARCINOMA","8480/3","Mucinous adenocarcinoma","8480"
"3386","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",848,"MUCINOUS ADENOCARCINOMA","8481/3","Mucin-producing adenocarcinoma","8481"
"3387","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",856,"ADENOSQUAMOUS CARCINOMA","8560/3","Adenosquamous carcinoma","8560"
"3388","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",856,"ADENOSQUAMOUS CARCINOMA","8562/3","Epithelial-myoepithelial carcinoma","8562"
"3389","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",857,"ADENOCA. WITH METAPLASIA","8570/3","Adenocarcinoma with squamous metaplasia","8570"
"3390","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",857,"ADENOCA. WITH METAPLASIA","8571/3","Adenocarcinoma w cartilag. & oss. metaplas.","8571"
"3391","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",857,"ADENOCA. WITH METAPLASIA","8572/3","Adenocarcinoma with spindle cell mataplasia","8572"
"3392","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",857,"ADENOCA. WITH METAPLASIA","8573/3","Adenocarcinoma with apocrine metaplasia","8573"
"3393","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",857,"ADENOCA. WITH METAPLASIA","8574/3","Adenocarcinoma with neuroendocrine differen.","8574"
"3394","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",857,"ADENOCA. WITH METAPLASIA","8575/3","Metaplastic carcinoma, NOS","8575"
"3395","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",872,"NEVI & MELANOMAS","8720/2","Melanoma in situ","8720"
"3396","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",872,"NEVI & MELANOMAS","8720/3","Malignant melanoma, NOS","8720"
"3397","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",872,"NEVI & MELANOMAS","8721/3","Nodular melanoma","8721"
"3398","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",872,"NEVI & MELANOMAS","8722/3","Balloon cell melanoma","8722"
"3399","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",872,"NEVI & MELANOMAS","8723/3","Malignant melanoma, regressing","8723"
"3400","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",873,"AMELANOTIC MELANOMA","8730/3","Amelanotic melanoma","8730"
"3401","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",874,"MAL. MEL. IN JUNCT. NEVUS","8743/3","Superficial spreading melanoma","8743"
"3402","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",874,"MAL. MEL. IN JUNCT. NEVUS","8745/3","Desmoplastic melanoma, malignant","8745"
"3403","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",874,"MAL. MEL. IN JUNCT. NEVUS","8746/3","Mucosal lentiginous melanoma","8746"
"3404","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",877,"EPITHELIOID CELL MELANOMA","8770/3","Mixed epithel. & spindle cell melanoma","8770"
"3405","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",877,"EPITHELIOID CELL MELANOMA","8771/3","Epithelioid cell melanoma","8771"
"3406","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",877,"EPITHELIOID CELL MELANOMA","8772/3","Spindle cell melanoma, NOS","8772"
"3407","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",880,"SARCOMA, NOS","8800/3","Sarcoma, NOS","8800"
"3408","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",880,"SARCOMA, NOS","8801/3","Spindle cell sarcoma","8801"
"3409","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",880,"SARCOMA, NOS","8802/3","Giant cell sarcoma","8802"
"3410","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",880,"SARCOMA, NOS","8803/3","Small cell sarcoma","8803"
"3411","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",880,"SARCOMA, NOS","8804/3","Epithelioid sarcoma","8804"
"3412","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",880,"SARCOMA, NOS","8805/3","Undifferentiated sarcoma","8805"
"3413","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",880,"SARCOMA, NOS","8806/3","Desmoplastic small round cell tumor","8806"
"3414","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",881,"FIBROMATOUS NEOPLASMS","8810/3","Fibrosarcoma, NOS","8810"
"3415","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",881,"FIBROMATOUS NEOPLASMS","8811/3","Fibromyxosarcoma","8811"
"3416","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",881,"FIBROMATOUS NEOPLASMS","8813/3","Fascial fibrosarcoma","8813"
"3417","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",881,"FIBROMATOUS NEOPLASMS","8814/3","Infantile fibrosarcoma","8814"
"3418","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",881,"FIBROMATOUS NEOPLASMS","8815/3","Solitary fibrous tumor, malignant","8815"
"3419","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",883,"FIBROUS HISTIOCYTOMA, MAL.","8830/3","Fibrous histiocytoma, malignant","8830"
"3420","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",889,"MYOMATOUS NEOPLASMS","8890/3","Leiomyosarcoma, NOS","8890"
"3421","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",889,"MYOMATOUS NEOPLASMS","8891/3","Epithelioid leiomyosarcoma","8891"
"3422","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",889,"MYOMATOUS NEOPLASMS","8894/3","Angiomyosarcoma","8894"
"3423","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",889,"MYOMATOUS NEOPLASMS","8895/3","Myosarcoma","8895"
"3424","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",889,"MYOMATOUS NEOPLASMS","8896/3","Myxoid leiomyosarcoma","8896"
"3425","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",890,"RHABDOMYOSARCOMA, NOS","8900/3","Rhabdomyosarcoma, NOS","8900"
"3426","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",890,"RHABDOMYOSARCOMA, NOS","8901/3","Pleomorphic rhabdomyosarcoma, adult type","8901"
"3427","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",890,"RHABDOMYOSARCOMA, NOS","8902/3","Mixed type rhabdomyosarcoma","8902"
"3428","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",891,"EMBRYONAL RHABDOMYOSARCOMA","8910/3","Embryonal rhabdomyosarcoma","8910"
"3429","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",891,"EMBRYONAL RHABDOMYOSARCOMA","8912/3","Spindle cell rhabdomyosarcoma","8912"
"3430","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",892,"ALVEOLAR RHABDOMYOSARCOMA","8920/3","Alveolar rhabdomyosarcoma","8920"
"3431","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",892,"ALVEOLAR RHABDOMYOSARCOMA","8921/3","Rhabdomyosarcoma with ganglionic differentiation","8921"
"3432","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",894,"MIXED TUMOR, MALIGNANT, NOS","8940/3","Mixed tumor, malignant, NOS","8940"
"3433","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",894,"MIXED TUMOR, MALIGNANT, NOS","8941/3","Carcinoma in pleomorphic adenoma","8941"
"3434","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",922,"CHONDROSARCOMA, NOS","9220/3","Chondrosarcoma, NOS","9220"
"3435","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",922,"CHONDROSARCOMA, NOS","9221/3","Juxtacortical chondrosarcoma","9221"
"3436","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",937,"CHORDOMA","9370/3","Chordoma, NOS","9370"
"3437","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",937,"CHORDOMA","9371/3","Chondroid chordoma","9371"
"3438","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",937,"CHORDOMA","9372/3","Dedifferentiated chordoma","9372"
"3439","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",950,"NEUROBLASTOMA, NOS","9500/3","Neuroblastoma, NOS","9500"
"3440","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",950,"NEUROBLASTOMA, NOS","9501/3","Medulloepithelioma, NOS","9501"
"3441","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",950,"NEUROBLASTOMA, NOS","9502/3","Teratoid medulloepithelioma","9502"
"3442","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",950,"NEUROBLASTOMA, NOS","9503/3","Neuroepithelioma, NOS","9503"
"3443","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",950,"NEUROBLASTOMA, NOS","9504/3","Spongioneuroblastoma","9504"
"3444","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",950,"NEUROBLASTOMA, NOS","9505/3","Ganglioglioma, anaplastic","9505"
"3445","C300","NASAL CAVITY (INCLUDING NASAL CARTILAGE)",952,"OLFACTORY NEUROGENIC TUMOR","9520/3","Olfactory neurogenic tumor","9520"
